"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"14001","XLOC_014001","XLOC_014001","Khsrp","chr17:57160480-57170930","P0","Ad","OK",32.9669,13.8868,-1.24731,-2.45126,0.00025,0.00406943,"yes"
"14020","XLOC_014020","XLOC_014020","Fbxl17","chr17:63406800-63849366","P0","Ad","OK",126.615,16.1923,-2.96707,-3.55236,6e-04,0.00810028,"yes"
"14047","XLOC_014047","XLOC_014047","Arhgap28","chr17:68192052-68353460","P0","Ad","OK",4.36386,1.22288,-1.83532,-2.16494,0.00065,0.00858808,"yes"
"14085","XLOC_014085","XLOC_014085","Strn","chr17:79049252-79136536","P0","Ad","OK",20.4094,7.13398,-1.51645,-3.01402,5e-05,0.00106929,"yes"
"14088","XLOC_014088","XLOC_014088","Gm6548","chr17:79250131-79251296","P0","Ad","OK",10.0855,2.01368,-2.32438,-2.5568,0.0018,0.0184045,"yes"
"14098","XLOC_014098","XLOC_014098","Srsf7","chr17:80599428-80606629","P0","Ad","OK",43.3511,22.4141,-0.951666,-1.844,0.008,0.0518163,"no"
"14106","XLOC_014106","XLOC_014106","Slc8a1","chr17:81785358-82048947","P0","Ad","OK",322.33,134.308,-1.263,-0.72588,0.0023,0.0221194,"yes"
"14120","XLOC_014120","XLOC_014120","Six2","chr17:86083607-86087614","P0","Ad","OK",5.95352,0.968007,-2.62065,-2.38337,0.0054,0.0403951,"yes"
"14174","XLOC_014174","XLOC_014174","Fzd8","chr18:9212853-9216199","P0","Ad","OK",8.82047,3.41485,-1.36903,-2.06036,0.0055,0.0407154,"yes"
"14185","XLOC_014185","XLOC_014185","Gata6","chr18:11049084-11085633","P0","Ad","OK",72.0851,32.0626,-1.16881,-2.29001,0.0013,0.0143757,"yes"
"14234","XLOC_014234","XLOC_014234","Mapre2","chr18:23910833-24052362","P0","Ad","OK",182.774,57.3423,-1.67239,-2.34955,0.0082,0.0526567,"no"
"14289","XLOC_014289","XLOC_014289","Egr1","chr18:35019476-35024763","P0","Ad","OK",8.82114,3.83359,-1.20227,-1.91271,0.0096,0.0583082,"no"
"14343","XLOC_014343","XLOC_014343","Pcdhga9","chr18:37833988-38001527","P0","Ad","OK",48.7581,24.635,-0.984931,-1.98486,0.0071,0.048132,"yes"
"14393","XLOC_014393","XLOC_014393","Commd10","chr18:47118514-47393938","P0","Ad","OK",32.7604,8.21703,-1.99527,-3.26217,1e-04,0.00193782,"yes"
"14424","XLOC_014424","XLOC_014424","Lmnb1","chr18:56867466-56913078","P0","Ad","OK",37.5645,2.37365,-3.98419,-6.16661,5e-05,0.00106929,"yes"
"14434","XLOC_014434","XLOC_014434","Adamts19","chr18:58996417-59213332","P0","Ad","OK",8.77482,0.698272,-3.65151,-4.70101,5e-05,0.00106929,"yes"
"14449","XLOC_014449","XLOC_014449","Camk2a","chr18:61085271-61147806","P0","Ad","OK",27.3648,14.5956,-0.906782,-1.81599,0.0081,0.0522738,"no"
"14452","XLOC_014452","XLOC_014452","Pde6a","chr18:61380135-61449578","P0","Ad","OK",38.0341,0.929706,-5.35438,-5.80392,5e-05,0.00106929,"yes"
"14459","XLOC_014459","XLOC_014459","Spink10","chr18:62708564-62901041","P0","Ad","OK",1.61492,0,-Inf,NA,0.00115,0.0131562,"yes"
"14472","XLOC_014472","XLOC_014472","Nedd4l","chr18:65047409-65377480","P0","Ad","OK",30.5087,6.60117,-2.20843,-2.93972,5e-05,0.00106929,"yes"
"14478","XLOC_014478","XLOC_014478","Zfp532","chr18:65739883-65849088","P0","Ad","OK",13.1141,6.25551,-1.06792,-1.8754,0.0085,0.0538308,"no"
"14488","XLOC_014488","XLOC_014488","Impa2","chr18:67448906-67478800","P0","Ad","OK",30.9693,9.12137,-1.76351,-3.10225,1e-04,0.00193782,"yes"
"14497","XLOC_014497","XLOC_014497","Cep192","chr18:67959760-68044822","P0","Ad","OK",3.77788,1.46845,-1.36328,-1.89754,0.0077,0.0507502,"no"
"14498","XLOC_014498","XLOC_014498","D18Ertd653e","chr18:68092910-68415203","P0","Ad","OK",11.7424,4.48271,-1.38928,-2.13716,0.00285,0.0258881,"yes"
"14559","XLOC_014559","XLOC_014559","Zfp516","chr18:83080270-83174706","P0","Ad","OK",4.90138,2.43222,-1.01091,-1.84728,0.00985,0.0591457,"no"
"14624","XLOC_014624","XLOC_014624","Zfp521","chr18:13845521-14131242","P0","Ad","OK",10.4675,5.27703,-0.988114,-1.91933,0.0075,0.0499404,"yes"
"14686","XLOC_014686","XLOC_014686","Stard4","chr18:33359008-33373516","P0","Ad","OK",8.41417,2.54617,-1.72449,-2.03274,0.00305,0.0272017,"yes"
"14687","XLOC_014687","XLOC_014687","D0H4S114","chr18:33596672-33623683","P0","Ad","OK",145.434,21.1944,-2.77861,-5.51241,5e-05,0.00106929,"yes"
"14696","XLOC_014696","XLOC_014696","Brd8","chr18:34758268-34784255","P0","Ad","OK",15.7026,8.02551,-0.968341,-1.74768,0.00775,0.0509618,"no"
"14735","XLOC_014735","XLOC_014735","AC133646.1","chr18:38300990-38301315","P0","Ad","OK",4.30747,0,-Inf,NA,0.00575,0.041509,"yes"
"14752","XLOC_014752","XLOC_014752","Prelid2","chr18:42035349-42110848","P0","Ad","OK",20.4072,6.14132,-1.73246,-2.14351,0.0071,0.048132,"yes"
"14759","XLOC_014759","XLOC_014759","Dpysl3","chr18:43480632-43597940","P0","Ad","OK",97.1435,14.9012,-2.70469,-5.07142,5e-05,0.00106929,"yes"
"14780","XLOC_014780","XLOC_014780","Sema6a","chr18:47395251-47528524","P0","Ad","OK",11.2936,4.44789,-1.34431,-2.1815,0.00185,0.0187275,"yes"
"14789","XLOC_014789","XLOC_014789","Lox","chr18:52675722-52689521","P0","Ad","OK",7.26831,2.1183,-1.77871,-2.45553,0.00095,0.0114184,"yes"
"14790","XLOC_014790","XLOC_014790","Ppic","chr18:53565994-53577661","P0","Ad","OK",48.9709,19.4864,-1.32946,-2.52849,0.00055,0.00757606,"yes"
"14792","XLOC_014792","XLOC_014792","Zfp608","chr18:55047698-55239068","P0","Ad","OK",4.3581,1.80783,-1.26944,-2.05017,0.00355,0.0301867,"yes"
"14798","XLOC_014798","XLOC_014798","March3","chr18:56921369-57085202","P0","Ad","OK",18.7351,6.18466,-1.59898,-2.06328,0.0055,0.0407154,"yes"
"14802","XLOC_014802","XLOC_014802","Fbn2","chr18:58168276-58369580","P0","Ad","OK",18.4818,0.31338,-5.88205,-7.22034,5e-05,0.00106929,"yes"
"14835","XLOC_014835","XLOC_014835","Fam38b","chr18:63169866-63546837","P0","Ad","OK",2.35288,0.227505,-3.37046,-2.20467,0.00055,0.00757606,"yes"
"14889","XLOC_014889","XLOC_014889","Katnal2","chr18:77215886-77286047","P0","Ad","OK",1.07542,0.0779892,-3.78548,-0.512324,0.00275,0.0252862,"yes"
"14935","XLOC_014935","XLOC_014935","Cpt1a","chr19:3323300-3385732","P0","Ad","OK",33.0193,14.0296,-1.23484,-2.49458,0.00035,0.00529761,"yes"
"14983","XLOC_014983","XLOC_014983","Cfl1","chr19:5490484-5494029","P0","Ad","OK",172.356,80.4451,-1.09931,-2.25237,0.0012,0.0135755,"yes"
"15038","XLOC_015038","XLOC_015038","SNORD25,SNORD26,SNORD27,SNORD28,SNORD29,SNORD30,SNORD31,Snhg1,Snord22","chr19:8797985-8800932","P0","Ad","OK",27.7321,2.53042,-3.45411,-1.19439,5e-05,0.00106929,"yes"
"15163","XLOC_015163","XLOC_015163","Tmem2","chr19:21852831-21932817","P0","Ad","OK",17.1974,3.9087,-2.13743,-4.161,5e-05,0.00106929,"yes"
"15233","XLOC_015233","XLOC_015233","Kif20b","chr19:34996847-35050221","P0","Ad","OK",1.84531,0.122275,-3.91567,-3.4958,0.0039,0.032314,"yes"
"15244","XLOC_015244","XLOC_015244","Kif11","chr19:37450892-37496349","P0","Ad","OK",5.91907,0.268486,-4.46245,-4.56596,5e-05,0.00106929,"yes"
"15250","XLOC_015250","XLOC_015250","Cep55","chr19:38129514-38148915","P0","Ad","OK",6.16599,0.098295,-5.97107,-3.45205,0.0062,0.04389,"yes"
"15259","XLOC_015259","XLOC_015259","Hells","chr19:39005404-39045541","P0","Ad","OK",4.89632,0.589928,-3.05309,-1.12343,0.00575,0.041509,"yes"
"15268","XLOC_015268","XLOC_015268","Entpd1","chr19:40686855-40816092","P0","Ad","OK",46.8132,8.98368,-2.38154,-2.53317,0.00295,0.0265761,"yes"
"15303","XLOC_015303","XLOC_015303","Scd3","chr19:44277758-44318506","P0","Ad","OK",10.1184,0.0873313,-6.85626,-2.12166,0.007,0.0477038,"yes"
"15304","XLOC_015304","XLOC_015304","Scd2","chr19:44368165-44381354","P0","Ad","OK",77.0744,23.5011,-1.71353,-3.13506,5e-05,0.00106929,"yes"
"15305","XLOC_015305","XLOC_015305","Scd4","chr19:44407581-44421233","P0","Ad","OK",35.8161,1.05273,-5.0884,-5.77292,5e-05,0.00106929,"yes"
"15336","XLOC_015336","XLOC_015336","Sfxn2","chr19:46647854-46671388","P0","Ad","OK",3.72875,0.755881,-2.30246,-2.54846,0.0032,0.0280823,"yes"
"15356","XLOC_015356","XLOC_015356","Add3","chr19:53214934-53321889","P0","Ad","OK",39.9536,21.409,-0.90011,-1.86979,0.00945,0.0577915,"no"
"15367","XLOC_015367","XLOC_015367","Vti1a","chr19:55390816-55701797","P0","Ad","OK",22.0599,6.79736,-1.69838,-3.03412,5e-05,0.00106929,"yes"
"15368","XLOC_015368","XLOC_015368","Tcf7l2","chr19:55816299-56008144","P0","Ad","OK",30.1986,5.3554,-2.49541,-3.19298,5e-05,0.00106929,"yes"
"15503","XLOC_015503","XLOC_015503","Cox8a","chr19:7289647-7292106","P0","Ad","OK",665.133,289.017,-1.20249,-2.42062,0.00075,0.00956334,"yes"
"15534","XLOC_015534","XLOC_015534","Incenp","chr19:9946786-9974023","P0","Ad","OK",7.00685,1.03052,-2.76539,-3.78053,1e-04,0.00193782,"yes"
"15619","XLOC_015619","XLOC_015619","Psat1","chr19:15979167-16021827","P0","Ad","OK",12.036,1.90614,-2.65863,-3.06786,0.00015,0.00273203,"yes"
"15631","XLOC_015631","XLOC_015631","Rorb","chr19:19005094-19185686","P0","Ad","OK",1.62833,0.168851,-3.26957,-2.61682,0.00045,0.00654015,"yes"
"15638","XLOC_015638","XLOC_015638","1110059E24Rik","chr19:21671802-21727281","P0","Ad","OK",23.6638,10.2583,-1.20589,-1.98229,0.0076,0.0503239,"no"
"15745","XLOC_015745","XLOC_015745","Arhgap19","chr19:41841077-41876574","P0","Ad","OK",4.34185,0.909326,-2.25544,-2.05304,0.00215,0.0210031,"yes"
"15837","XLOC_015837","XLOC_015837","Afap1l2","chr19:56986849-57082718","P0","Ad","OK",4.49691,0.863162,-2.38123,-1.9559,0.00155,0.0164383,"yes"
"15875","XLOC_015875","XLOC_015875","Fam107b","chr2:3531029-3699414","P0","Ad","OK",38.649,3.94885,-3.29093,-1.81852,4e-04,0.0059161,"yes"
"15882","XLOC_015882","XLOC_015882","Sephs1","chr2:4802609-4831603","P0","Ad","OK",14.8683,6.52303,-1.18862,-2.05415,0.00305,0.0272017,"yes"
"15887","XLOC_015887","XLOC_015887","Ccdc3","chr2:5058794-5151924","P0","Ad","OK",6.85998,0.994245,-2.78653,-3.05605,0.00065,0.00858808,"yes"
"15895","XLOC_015895","XLOC_015895","Usp6nl","chr2:6243712-6367436","P0","Ad","OK",12.0712,2.51377,-2.26365,-1.91489,0.00765,0.050561,"no"
"16030","XLOC_016030","XLOC_016030","Gm10852","chr2:10636793-10639296","P0","Ad","OK",48.839,4.98891,-3.29123,-2.49756,0.00605,0.0431498,"yes"
"16045","XLOC_016045","XLOC_016045","Vim","chr2:13495553-13504453","P0","Ad","OK",366.475,126.478,-1.53482,-2.01994,0.002,0.0198925,"yes"
"16148","XLOC_016148","XLOC_016148","2010317E24Rik","chr2:25227840-25233733","P0","Ad","OK",2.53527,0,-Inf,NA,5e-05,0.00106929,"yes"
"16194","XLOC_016194","XLOC_016194","Gm13421","chr2:27395945-27398882","P0","Ad","OK",1.48098,0,-Inf,NA,2e-04,0.00339928,"yes"
"16196","XLOC_016196","XLOC_016196","Col5a1","chr2:27738444-27895034","P0","Ad","OK",49.4516,12.2678,-2.01114,-3.65186,5e-05,0.00106929,"yes"
"16215","XLOC_016215","XLOC_016215","Med27","chr2:29202338-29380313","P0","Ad","OK",52.2045,14.582,-1.83998,-2.26869,0.00295,0.0265761,"yes"
"16249","XLOC_016249","XLOC_016249","Ncs1","chr2:31101342-31151509","P0","Ad","OK",12.2051,4.77629,-1.35353,-2.00639,0.0069,0.0472939,"yes"
"16252","XLOC_016252","XLOC_016252","Fubp3","chr2:31428170-31473046","P0","Ad","OK",12.9486,6.02798,-1.10305,-1.49272,0.0075,0.0499404,"yes"
"16505","XLOC_016505","XLOC_016505","Lass6","chr2:68699497-68952339","P0","Ad","OK",36.1515,2.1187,-4.09281,-2.67662,5e-05,0.00106929,"yes"
"16528","XLOC_016528","XLOC_016528","Dcaf17","chr2:70802617-70937199","P0","Ad","OK",10.8829,2.11898,-2.36062,-1.53388,0.00725,0.0488697,"yes"
"16546","XLOC_016546","XLOC_016546","Cdca7","chr2:72314215-72324950","P0","Ad","OK",6.95821,1.16754,-2.57524,-2.12784,8e-04,0.010048,"yes"
"16793","XLOC_016793","XLOC_016793","Arhgap1","chr2:91490016-91512483","P0","Ad","OK",33.0872,13.3068,-1.31411,-1.93656,0.00165,0.0171916,"yes"
"16798","XLOC_016798","XLOC_016798","Phf21a","chr2:91883529-92204823","P0","Ad","OK",46.1232,6.6813,-2.78729,-2.59554,0.0017,0.0175967,"yes"
"16831","XLOC_016831","XLOC_016831","Gm13804","chr2:98131559-98131731","P0","Ad","OK",36.4622,0,-Inf,NA,0.00575,0.041509,"yes"
"16888","XLOC_016888","XLOC_016888","Mpped2","chr2:106533425-106708513","P0","Ad","OK",37.9111,10.1805,-1.89681,-2.97148,5e-05,0.00106929,"yes"
"16903","XLOC_016903","XLOC_016903","Ccdc34","chr2:109857973-110013517","P0","Ad","OK",13.5463,3.63254,-1.89884,-2.03692,0.002,0.0198925,"yes"
"16949","XLOC_016949","XLOC_016949","BC052040","chr2:115407451-115604504","P0","Ad","OK",6.89947,2.10024,-1.71593,-2.23759,0.00325,0.0283812,"yes"
"16963","XLOC_016963","XLOC_016963","Thbs1","chr2:117937611-117952869","P0","Ad","OK",5.89463,1.98486,-1.57036,-2.47133,3e-04,0.00470584,"yes"
"16968","XLOC_016968","XLOC_016968","Bub1b","chr2:118423946-118467328","P0","Ad","OK",13.3151,0.293407,-5.50402,-2.08436,3e-04,0.00470584,"yes"
"16973","XLOC_016973","XLOC_016973","D2Ertd750e","chr2:118639738-118679693","P0","Ad","OK",17.218,0.413024,-5.38155,-2.28339,5e-05,0.00106929,"yes"
"16980","XLOC_016980","XLOC_016980","Casc5","chr2:118872854-118931237","P0","Ad","OK",4.73337,0.0576653,-6.35902,-0.806076,0.00055,0.00757606,"yes"
"16981","XLOC_016981","XLOC_016981","Rad51","chr2:118938528-118982770","P0","Ad","OK",5.55938,0.44694,-3.63677,-0.988292,0.00045,0.00654015,"yes"
"16985","XLOC_016985","XLOC_016985","Zfyve19","chr2:118998235-119042785","P0","Ad","OK",25.1813,4.7787,-2.39767,-2.69438,5e-04,0.00709313,"yes"
"16993","XLOC_016993","XLOC_016993","Nusap1","chr2:119435247-119476980","P0","Ad","OK",11.2099,0.569532,-4.29885,-2.15625,1e-04,0.00193782,"yes"
"17024","XLOC_017024","XLOC_017024","Casc4","chr2:121692705-121761956","P0","Ad","OK",9.08773,3.06882,-1.56624,-2.26038,0.0024,0.0227888,"yes"
"17025","XLOC_017025","XLOC_017025","Ctdspl2","chr2:121781736-121839378","P0","Ad","OK",11.9916,4.89922,-1.2914,-2.12343,0.00175,0.0180096,"yes"
"17058","XLOC_017058","XLOC_017058","Eid1","chr2:125453182-125549884","P0","Ad","OK",57.8344,30.6882,-0.914246,-1.83588,0.0092,0.0568484,"no"
"17083","XLOC_017083","XLOC_017083","Bcl2l11","chr2:127951773-127988283","P0","Ad","OK",20.5699,3.85602,-2.41535,-3.33108,5e-05,0.00106929,"yes"
"17199","XLOC_017199","XLOC_017199","Dstn","chr2:143741055-143769060","P0","Ad","OK",281.882,117.345,-1.26433,-2.50088,0.00055,0.00757606,"yes"
"17298","XLOC_017298","XLOC_017298","Rem1","chr2:152452686-152460934","P0","Ad","OK",15.993,4.44903,-1.84587,-2.34511,5e-04,0.00709313,"yes"
"17304","XLOC_017304","XLOC_017304","Tpx2","chr2:152673699-152721057","P0","Ad","OK",8.13376,0.288211,-4.81872,-1.87175,5e-05,0.00106929,"yes"
"17355","XLOC_017355","XLOC_017355","Myh7b","chr2:155436947-155518120","P0","Ad","OK",79.239,20.4743,-1.95239,-1.46144,0.00355,0.0301867,"yes"
"17375","XLOC_017375","XLOC_017375","Myl9","chr2:156601155-156607394","P0","Ad","OK",312.967,35.0479,-3.15861,-5.86603,5e-05,0.00106929,"yes"
"17376","XLOC_017376","XLOC_017376","Tgif2","chr2:156665812-156688681","P0","Ad","OK",6.25286,0.668277,-3.226,-2.0824,0.00045,0.00654015,"yes"
"17382","XLOC_017382","XLOC_017382","Manbal","chr2:157193329-157222499","P0","Ad","OK",37.4022,14.5668,-1.36044,-2.29189,0.0012,0.0135755,"yes"
"17383","XLOC_017383","XLOC_017383","Src","chr2:157244179-157297598","P0","Ad","OK",9.06294,1.74174,-2.37945,-1.4817,0.0024,0.0227888,"yes"
"17429","XLOC_017429","XLOC_017429","Mybl2","chr2:162880422-162910424","P0","Ad","OK",4.39671,0.220847,-4.31531,-1.61703,0.00165,0.0171916,"yes"
"17465","XLOC_017465","XLOC_017465","Ube2c","chr2:164595397-164605467","P0","Ad","OK",34.972,1.78224,-4.29444,-4.38784,5e-05,0.00106929,"yes"
"17482","XLOC_017482","XLOC_017482","Gm11462","chr2:165785288-165785850","P0","Ad","OK",1.79787,0,-Inf,NA,0.00575,0.041509,"yes"
"17685","XLOC_017685","XLOC_017685","Mcm10","chr2:4910759-4933837","P0","Ad","OK",1.58321,0.12272,-3.68942,-0.777431,2e-04,0.00339928,"yes"
"17689","XLOC_017689","XLOC_017689","Camk1d","chr2:5214502-5635561","P0","Ad","OK",22.8381,0.793883,-4.84637,-3.31861,5e-05,0.00106929,"yes"
"17729","XLOC_017729","XLOC_017729","Itga8","chr2:12028258-12232927","P0","Ad","OK",5.20426,1.54138,-1.75547,-1.79666,3e-04,0.00470584,"yes"
"17731","XLOC_017731","XLOC_017731","Gm13321","chr2:12343251-12343650","P0","Ad","OK",2.45536,0,-Inf,NA,0.00575,0.041509,"yes"
"17734","XLOC_017734","XLOC_017734","Rsu1","chr2:12998593-13193058","P0","Ad","OK",81.5993,20.5869,-1.98683,-3.78826,5e-05,0.00106929,"yes"
"17810","XLOC_017810","XLOC_017810","Ehmt1","chr2:24646288-24775129","P0","Ad","OK",23.5681,9.38026,-1.32913,-1.80978,0.0042,0.0339697,"yes"
"17882","XLOC_017882","XLOC_017882","Brd3","chr2:27301098-27363182","P0","Ad","OK",26.2199,12.6368,-1.05304,-1.97791,0.0014,0.0152565,"yes"
"17887","XLOC_017887","XLOC_017887","Gm13371","chr2:27947551-27949034","P0","Ad","OK",2.53193,0,-Inf,NA,0.00025,0.00406943,"yes"
"17959","XLOC_017959","XLOC_017959","Stxbp1","chr2:32631305-32703688","P0","Ad","OK",11.9443,5.46106,-1.12907,-2.01345,0.005,0.038453,"yes"
"17967","XLOC_017967","XLOC_017967","Zbtb34","chr2:33261627-33286844","P0","Ad","OK",5.30919,1.93624,-1.45524,-2.16491,0.00075,0.00956334,"yes"
"17976","XLOC_017976","XLOC_017976","Pbx3","chr2:34026976-34228660","P0","Ad","OK",46.2385,4.26614,-3.43809,-4.30297,5e-05,0.00106929,"yes"
"18022","XLOC_018022","XLOC_018022","Dennd1a","chr2:37631768-38142910","P0","Ad","OK",39.9173,7.10231,-2.49065,-2.68618,0.00275,0.0252862,"yes"
"18045","XLOC_018045","XLOC_018045","Gtdc1","chr2:44419931-44783177","P0","Ad","OK",93.3685,8.60307,-3.44001,-3.80642,5e-05,0.00106929,"yes"
"18055","XLOC_018055","XLOC_018055","Gm13508","chr2:49182896-49183671","P0","Ad","OK",1.52031,0,-Inf,NA,0.00015,0.00273203,"yes"
"18063","XLOC_018063","XLOC_018063","Rnd3","chr2:50985957-51004631","P0","Ad","OK",20.9237,8.6309,-1.27755,-2.404,7e-04,0.00911344,"yes"
"18086","XLOC_018086","XLOC_018086","Gm14034","chr2:54208751-54209302","P0","Ad","OK",1.44487,0,-Inf,NA,0.00575,0.041509,"yes"
"18106","XLOC_018106","XLOC_018106","5330411J11Rik","chr2:59220558-59225528","P0","Ad","OK",1.492,0,-Inf,NA,0.00465,0.0365507,"yes"
"18120","XLOC_018120","XLOC_018120","Rbms1","chr2:60588249-60801261","P0","Ad","OK",131.508,26.1489,-2.33032,-1.74678,0.00945,0.0577915,"no"
"18163","XLOC_018163","XLOC_018163","Stk39","chr2:68048501-68310325","P0","Ad","OK",315.979,52.4576,-2.59061,-2.74787,0.00075,0.00956334,"yes"
"18164","XLOC_018164","XLOC_018164","Spc25","chr2:69031951-69044251","P0","Ad","OK",14.9377,0.446535,-5.06404,-2.62131,1e-04,0.00193782,"yes"
"18234","XLOC_018234","XLOC_018234","Cwc22","chr2:77717809-77784432","P0","Ad","OK",261.609,81.7,-1.67901,-1.95128,0.00635,0.0446192,"yes"
"18267","XLOC_018267","XLOC_018267","Ctnnd1","chr2:84440227-84490922","P0","Ad","OK",55.0467,25.9459,-1.08515,-1.59773,0.0072,0.0486017,"yes"
"18499","XLOC_018499","XLOC_018499","Mdk","chr2:91762345-91772454","P0","Ad","OK",42.0446,1.46922,-4.8388,-4.30891,0.00015,0.00273203,"yes"
"18510","XLOC_018510","XLOC_018510","Prdm11","chr2:92805307-92886324","P0","Ad","OK",8.8457,3.10038,-1.51253,-1.73195,0.00815,0.0524776,"no"
"18513","XLOC_018513","XLOC_018513","Tspan18","chr2:93041916-93174663","P0","Ad","OK",59.8655,10.3157,-2.53688,-3.13045,5e-05,0.00106929,"yes"
"18539","XLOC_018539","XLOC_018539","Gm10800","chr2:98506703-98507458","P0","Ad","OK",34.6181,9.25986,-1.90246,-2.01597,0.0096,0.0583082,"no"
"18544","XLOC_018544","XLOC_018544","Prr5l","chr2:101554441-101723413","P0","Ad","OK",2.15297,0.487365,-2.14325,-0.761878,0.00595,0.0426502,"yes"
"18545","XLOC_018545","XLOC_018545","Ldlrad3","chr2:101790359-102026542","P0","Ad","OK",11.7385,2.83284,-2.05092,-2.24534,0.00785,0.0512174,"no"
"18547","XLOC_018547","XLOC_018547","Trim44","chr2:102140275-102247985","P0","Ad","OK",72.048,17.5607,-2.03661,-2.57027,0.0031,0.0274756,"yes"
"18576","XLOC_018576","XLOC_018576","Prrg4","chr2:104670897-104690033","P0","Ad","OK",2.33713,0.192212,-3.60397,-2.08806,0.0056,0.041135,"yes"
"18601","XLOC_018601","XLOC_018601","Mettl15","chr2:108932453-109181904","P0","Ad","OK",27.0702,6.74364,-2.0051,-2.23978,0.0099,0.0593958,"no"
"18655","XLOC_018655","XLOC_018655","Arhgap11a","chr2:113670172-113688818","P0","Ad","OK",7.42138,0.643954,-3.52666,-4.61485,5e-05,0.00106929,"yes"
"18660","XLOC_018660","XLOC_018660","Atpbd4","chr2:114342151-114523575","P0","Ad","OK",42.15,8.11465,-2.37693,-4.13201,5e-05,0.00106929,"yes"
"18665","XLOC_018665","XLOC_018665","Meis2","chr2:115688799-115891575","P0","Ad","OK",80.2979,12.4446,-2.68984,-3.41229,0.00015,0.00273203,"yes"
"18681","XLOC_018681","XLOC_018681","Bmf","chr2:118354492-118375423","P0","Ad","OK",6.89194,1.25059,-2.46231,-1.47047,0.0057,0.041509,"yes"
"18682","XLOC_018682","XLOC_018682","Gm1337","chr2:118524838-118529699","P0","Ad","OK",3.56957,0.899361,-1.98878,-2.45232,0.00295,0.0265761,"yes"
"18746","XLOC_018746","XLOC_018746","Shf","chr2:122174627-122194898","P0","Ad","OK",6.06073,1.37622,-2.13878,-1.86769,0.0026,0.0242672,"yes"
"18754","XLOC_018754","XLOC_018754","Myef2","chr2:124893859-124949397","P0","Ad","OK",13.5707,3.11535,-2.12303,-3.10916,2e-04,0.00339928,"yes"
"18774","XLOC_018774","XLOC_018774","Ncaph","chr2:126929544-126959690","P0","Ad","OK",8.28373,0.407962,-4.34377,-2.00367,2e-04,0.00339928,"yes"
"18790","XLOC_018790","XLOC_018790","Gm14005","chr2:128015722-128255085","P0","Ad","OK",24.7554,3.49725,-2.82345,-2.30849,0.0081,0.0522738,"no"
"18806","XLOC_018806","XLOC_018806","Ckap2l","chr2:129072111-129122948","P0","Ad","OK",8.41033,0.181636,-5.53304,-4.79527,0.00215,0.0210031,"yes"
"18997","XLOC_018997","XLOC_018997","Sox12","chr2:152219346-152223782","P0","Ad","OK",25.2247,6.92144,-1.86569,-3.63523,5e-05,0.00106929,"yes"
"18998","XLOC_018998","XLOC_018998","Zcchc3","chr2:152237691-152240780","P0","Ad","OK",16.3978,4.55257,-1.84875,-3.19377,5e-05,0.00106929,"yes"
"19016","XLOC_019016","XLOC_019016","Plagl2","chr2:153053494-153067162","P0","Ad","OK",5.4241,1.93699,-1.48557,-2.17419,0.0016,0.0168432,"yes"
"19018","XLOC_019018","XLOC_019018","8430427H17Rik","chr2:153233197-153355707","P0","Ad","OK",7.68184,1.63841,-2.22916,-1.73021,0.0031,0.0274756,"yes"
"19027","XLOC_019027","XLOC_019027","E2f1","chr2:154385142-154395628","P0","Ad","OK",7.71844,0.614298,-3.6513,-3.64227,0.00085,0.0105458,"yes"
"19079","XLOC_019079","XLOC_019079","Dsn1","chr2:156821000-156832890","P0","Ad","OK",6.5354,0.836603,-2.96566,-1.92861,0.00065,0.00858808,"yes"
"19080","XLOC_019080","XLOC_019080","9830001H06Rik","chr2:156841534-156904990","P0","Ad","OK",6.01221,2.42279,-1.31122,-1.69668,0.00155,0.0164383,"yes"
"19083","XLOC_019083","XLOC_019083","Rbl1","chr2:156971628-157030270","P0","Ad","OK",4.90569,0.860736,-2.51081,-2.58393,2e-04,0.00339928,"yes"
"19117","XLOC_019117","XLOC_019117","Gm5270","chr2:161080194-161081193","P0","Ad","OK",1.63707,0,-Inf,NA,5e-05,0.00106929,"yes"
"19120","XLOC_019120","XLOC_019120","Ptprt","chr2:161347725-162486883","P0","Ad","OK",1.20681,0.04116,-4.87381,-0.445192,0.00215,0.0210031,"yes"
"19147","XLOC_019147","XLOC_019147","Matn4","chr2:164215128-164240948","P0","Ad","OK",2.39065,0.390482,-2.61408,-1.90485,0.00325,0.0283812,"yes"
"19242","XLOC_019242","XLOC_019242","Aurka","chr2:172181689-172196035","P0","Ad","OK",5.42378,0.428629,-3.6615,-2.32247,0.0015,0.0160274,"yes"
"19247","XLOC_019247","XLOC_019247","Bmp7","chr2:172693512-172765822","P0","Ad","OK",16.1595,0.827603,-4.2873,-4.63401,5e-05,0.00106929,"yes"
"19250","XLOC_019250","XLOC_019250","Ctcfl","chr2:172919109-172958705","P0","Ad","OK",2.68351,0.307958,-3.12331,-2.60578,0.00565,0.0414169,"yes"
"19254","XLOC_019254","XLOC_019254","Ppp4r1l-ps","chr2:173404820-173485141","P0","Ad","OK",13.1156,4.23113,-1.63217,-1.58631,0.0035,0.0299043,"yes"
"19362","XLOC_019362","XLOC_019362","Rps24-ps2","chr3:3791896-3792295","P0","Ad","OK",4.71047,0,-Inf,NA,3e-04,0.00470584,"yes"
