"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"13609","XLOC_013609","XLOC_013609","D17Wsu92e","chr17:27888176-27957503","P0","Ad","OK",39.6044,76.6134,0.951937,1.93894,0.00555,0.0408731,"yes"
"13639","XLOC_013639","XLOC_013639","Glo1","chr17:30729810-30749604","P0","Ad","OK",35.5721,109.898,1.62735,3.20709,5e-05,0.00106929,"yes"
"13650","XLOC_013650","XLOC_013650","Sik1","chr17:31981192-31992737","P0","Ad","OK",9.58954,26.4953,1.4662,2.86405,1e-04,0.00193782,"yes"
"13699","XLOC_013699","XLOC_013699","Psmb9","chr17:34318931-34334170","P0","Ad","OK",0.235984,6.26111,4.72966,1.23322,0.0052,0.0393746,"yes"
"13702","XLOC_013702","XLOC_013702","H2-Aa","chr17:34400153-34424772","P0","Ad","OK",3.95919,34.3066,3.11521,2.79665,0.00885,0.0553582,"no"
"13720","XLOC_013720","XLOC_013720","C4b","chr17:34865324-34880827","P0","Ad","OK",0,8.10001,Inf,NA,5e-05,0.00106929,"yes"
"13890","XLOC_013890","XLOC_013890","Enpp4","chr17:44233256-44242758","P0","Ad","OK",6.6576,14.7731,1.1499,2.15982,0.0028,0.0255644,"yes"
"13964","XLOC_013964","XLOC_013964","Mrps36-ps1","chr17:54005741-54006366","P0","Ad","OK",7.88329,36.0089,2.19148,2.83366,0.0015,0.0160274,"yes"
"13979","XLOC_013979","XLOC_013979","Plin4","chr17:56219056-56249225","P0","Ad","OK",10.4518,54.7822,2.38995,3.66137,5e-05,0.00106929,"yes"
"13980","XLOC_013980","XLOC_013980","Plin5","chr17:56251023-56257019","P0","Ad","OK",9.89533,65.2001,2.72005,5.17816,5e-05,0.00106929,"yes"
"13981","XLOC_013981","XLOC_013981","Lrg1","chr17:56259102-56261369","P0","Ad","OK",2.23385,40.416,4.17732,4.96295,5e-05,0.00106929,"yes"
"13984","XLOC_013984","XLOC_013984","Dpp9","chr17:56326104-56358312","P0","Ad","OK",10.4019,23.7021,1.18817,2.34081,0.00145,0.0156814,"yes"
"13986","XLOC_013986","XLOC_013986","Plin3","chr17:56418384-56429934","P0","Ad","OK",36.9509,86.8678,1.23321,2.5342,5e-04,0.00709313,"yes"
"13991","XLOC_013991","XLOC_013991","2410015M20Rik","chr17:56746874-56749194","P0","Ad","OK",72.5038,147.709,1.02663,2.07025,0.00435,0.0348073,"yes"
"13992","XLOC_013992","XLOC_013992","Lonp1","chr17:56753723-56766326","P0","Ad","OK",35.6413,70.3354,0.980703,2.02796,0.0037,0.0310726,"yes"
"14038","XLOC_014038","XLOC_014038","Ndufv2","chr17:66428134-66450899","P0","Ad","OK",260.637,629.713,1.27265,2.29459,0.00095,0.0114184,"yes"
"14042","XLOC_014042","XLOC_014042","Rab12","chr17:66843851-66869057","P0","Ad","OK",50.9331,118.248,1.21514,2.12938,0.0012,0.0135755,"yes"
"14072","XLOC_014072","XLOC_014072","Xdh","chr17:74233247-74299522","P0","Ad","OK",0.744884,21.4645,4.84879,5.73779,5e-05,0.00106929,"yes"
"14074","XLOC_014074","XLOC_014074","Memo1","chr17:74600045-74694223","P0","Ad","OK",21.3451,45.3745,1.08798,2.05549,0.00485,0.0377272,"yes"
"14083","XLOC_014083","XLOC_014083","Fez2","chr17:78599587-78817471","P0","Ad","OK",21.6264,49.5668,1.19658,1.88786,0.0087,0.0547324,"no"
"14199","XLOC_014199","XLOC_014199","Impact","chr18:13130760-13151457","P0","Ad","OK",5.63676,12.8274,1.18629,2.10213,0.00295,0.0265761,"yes"
"14260","XLOC_014260","XLOC_014260","Lims2","chr18:32091160-32118273","P0","Ad","OK",8.88167,61.1719,2.78396,4.56085,5e-05,0.00106929,"yes"
"14305","XLOC_014305","XLOC_014305","0610010O12Rik","chr18:36505272-36562634","P0","Ad","OK",22.9867,61.7249,1.42506,2.3736,0.001,0.0118199,"yes"
"14348","XLOC_014348","XLOC_014348","0610009O20Rik","chr18:38398058-38422283","P0","Ad","OK",29.3579,57.1248,0.96037,1.9746,0.005,0.038453,"yes"
"14361","XLOC_014361","XLOC_014361","Sh3rf2","chr18:42213320-42318614","P0","Ad","OK",0.723134,17.9407,4.63283,4.98853,5e-05,0.00106929,"yes"
"14440","XLOC_014440","XLOC_014440","F830016B08Rik","chr18:60453033-60462670","P0","Ad","OK",0.295173,5.81131,4.29923,3.97582,0.0014,0.0152565,"yes"
"14441","XLOC_014441","XLOC_014441","Iigp1","chr18:60535682-60552281","P0","Ad","OK",1.32336,15.4925,3.54929,4.7026,5e-05,0.00106929,"yes"
"14447","XLOC_014447","XLOC_014447","Cd74","chr18:60963501-60972300","P0","Ad","OK",0.591015,58.809,6.6367,2.12003,0.00075,0.00956334,"yes"
"14451","XLOC_014451","XLOC_014451","Csf1r","chr18:61265225-61336704","P0","Ad","OK",3.25503,11.9974,1.88198,2.222,0.00615,0.043601,"yes"
"14517","XLOC_014517","XLOC_014517","Myo5b","chr18:74600589-74931147","P0","Ad","OK",2.26833,10.1888,2.16728,1.97277,1e-04,0.00193782,"yes"
"14537","XLOC_014537","XLOC_014537","Pstpip2","chr18:78031997-78120746","P0","Ad","OK",2.14151,13.796,2.68755,3.37302,2e-04,0.00339928,"yes"
"14637","XLOC_014637","XLOC_014637","Dsc2","chr18:20189133-20218055","P0","Ad","OK",10.3235,21.0478,1.02773,1.87121,0.0067,0.0464596,"yes"
"14656","XLOC_014656","XLOC_014656","Rprd1a","chr18:24643462-24688705","P0","Ad","OK",12.2118,27.3002,1.16064,2.2752,0.0023,0.0221194,"yes"
"14692","XLOC_014692","XLOC_014692","Reep5","chr18:34504542-34533069","P0","Ad","OK",63.4013,221.819,1.8068,3.62638,5e-05,0.00106929,"yes"
"14712","XLOC_014712","XLOC_014712","Gm1614","chr18:35811820-35814841","P0","Ad","OK",5.55953,25.2518,2.18335,3.93716,5e-05,0.00106929,"yes"
"14722","XLOC_014722","XLOC_014722","Cd14","chr18:36884727-36886390","P0","Ad","OK",1.04462,5.39473,2.36857,2.2593,0.00795,0.0515863,"no"
"14723","XLOC_014723","XLOC_014723","Ndufa2","chr18:36894721-36904202","P0","Ad","OK",172.952,432.178,1.32125,2.65674,5e-05,0.00106929,"yes"
"14760","XLOC_014760","XLOC_014760","Gm9781","chr18:43635073-43637450","P0","Ad","OK",5.98015,14.691,1.29668,1.94363,0.0073,0.0490443,"yes"
"14827","XLOC_014827","XLOC_014827","Grpel2","chr18:61872093-61885985","P0","Ad","OK",3.55561,7.75567,1.12515,1.87417,0.00945,0.0577915,"no"
"14840","XLOC_014840","XLOC_014840","Fech","chr18:64616203-64648720","P0","Ad","OK",26.7934,58.4392,1.12506,2.07403,0.00355,0.0301867,"yes"
"14862","XLOC_014862","XLOC_014862","4933403F05Rik","chr18:68419840-68459987","P0","Ad","OK",17.3567,44.6969,1.36468,2.72898,5e-05,0.00106929,"yes"
"14945","XLOC_014945","XLOC_014945","Acy3","chr19:3986660-3990007","P0","Ad","OK",7.04224,18.426,1.38763,2.19374,0.003,0.0269244,"yes"
"14947","XLOC_014947","XLOC_014947","Doc2g,Nudt8","chr19:4000579-4007005","P0","Ad","OK",70.5529,221.576,1.65102,3.0824,5e-05,0.00106929,"yes"
"14964","XLOC_014964","XLOC_014964","Ctsf","chr19:4855128-4860912","P0","Ad","OK",9.65536,27.5281,1.5115,2.75214,0.00055,0.00757606,"yes"
"14969","XLOC_014969","XLOC_014969","B3gnt1","chr19:5038825-5041134","P0","Ad","OK",13.6163,27.883,1.03405,1.95134,0.0065,0.0453821,"yes"
"14973","XLOC_014973","XLOC_014973","Yif1a","chr19:5088552-5092856","P0","Ad","OK",19.9636,53.9865,1.43523,2.68672,2e-04,0.00339928,"yes"
"14974","XLOC_014974","XLOC_014974","Gal3st3","chr19:5298330-5308738","P0","Ad","OK",2.95556,15.2798,2.37013,3.36223,5e-05,0.00106929,"yes"
"15002","XLOC_015002","XLOC_015002","Batf2","chr19:6134373-6172476","P0","Ad","OK",0.0182291,1.59366,6.44996,0.258439,0.00095,0.0114184,"yes"
"15015","XLOC_015015","XLOC_015015","Pygm","chr19:6384398-6398459","P0","Ad","OK",230.855,589.186,1.35173,2.05889,0.00085,0.0105458,"yes"
"15032","XLOC_015032","XLOC_015032","Pla2g16","chr19:7631948-7663035","P0","Ad","OK",23.354,64.9822,1.47638,2.64045,2e-04,0.00339928,"yes"
"15034","XLOC_015034","XLOC_015034","Gm16437","chr19:7742776-7743283","P0","Ad","OK",6.48114,28.1849,2.1206,2.47914,0.008,0.0518163,"no"
"15047","XLOC_015047","XLOC_015047","Lrrn4cl","chr19:8925274-8928399","P0","Ad","OK",1.10861,4.26177,1.9427,1.87629,0.0073,0.0490443,"yes"
"15063","XLOC_015063","XLOC_015063","Fth1","chr19:10057192-10059582","P0","Ad","OK",727.457,1800.77,1.30768,2.43315,0.0011,0.0126656,"yes"
"15085","XLOC_015085","XLOC_015085","Ms4a4d","chr19:11611290-11632957","P0","Ad","OK",1.06273,10.3989,3.29059,3.22048,0.00085,0.0105458,"yes"
"15149","XLOC_015149","XLOC_015149","Rfk","chr19:17468532-17475839","P0","Ad","OK",27.8302,52.5781,0.917814,1.85808,0.0083,0.0530121,"no"
"15154","XLOC_015154","XLOC_015154","2410127L17Rik","chr19:18745269-18779278","P0","Ad","OK",12.2438,30.9881,1.33967,2.47936,0.00065,0.00858808,"yes"
"15159","XLOC_015159","XLOC_015159","Aldh1a1","chr19:20676450-20717952","P0","Ad","OK",4.17027,13.583,1.70359,2.61783,0.00085,0.0105458,"yes"
"15164","XLOC_015164","XLOC_015164","Gm5514","chr19:22012568-22012874","P0","Ad","OK",58.8418,365.495,2.63494,3.44869,5e-05,0.00106929,"yes"
"15168","XLOC_015168","XLOC_015168","Klf9","chr19:23215715-23241401","P0","Ad","OK",13.5178,52.5695,1.95936,3.92806,5e-05,0.00106929,"yes"
"15181","XLOC_015181","XLOC_015181","Dock8","chr19:25074018-25276922","P0","Ad","OK",1.13478,2.72171,1.26209,1.9861,0.00645,0.0451881,"yes"
"15204","XLOC_015204","XLOC_015204","Il33","chr19:29999603-30035208","P0","Ad","OK",0.509081,3.07856,2.59629,1.36976,0.00625,0.0441561,"yes"
"15216","XLOC_015216","XLOC_015216","Papss2","chr19:32694494-32741677","P0","Ad","OK",1.53179,4.91194,1.68107,2.28042,0.0048,0.0374816,"yes"
"15217","XLOC_015217","XLOC_015217","Pten","chr19:32831986-32900650","P0","Ad","OK",16.2026,34.0208,1.07019,1.84355,0.00195,0.0194904,"yes"
"15226","XLOC_015226","XLOC_015226","Fas","chr19:34365148-34402260","P0","Ad","OK",1.53139,11.8198,2.94829,3.28994,0.00025,0.00406943,"yes"
"15237","XLOC_015237","XLOC_015237","Pcgf5","chr19:36453556-36530682","P0","Ad","OK",19.2306,42.4872,1.14363,2.16559,0.00295,0.0265761,"yes"
"15349","XLOC_015349","XLOC_015349","Gsto1","chr19:47812050-47993789","P0","Ad","OK",33.1497,126.751,1.93493,3.14983,2e-04,0.00339928,"yes"
"15404","XLOC_015404","XLOC_015404","Lrp5","chr19:3584827-3686564","P0","Ad","OK",9.49526,20.6955,1.12404,2.08076,0.00415,0.0338149,"yes"
"15412","XLOC_015412","XLOC_015412","Gstp1","chr19:4035410-4037921","P0","Ad","OK",34.5876,80.8849,1.22562,2.24026,0.00235,0.0224789,"yes"
"15464","XLOC_015464","XLOC_015464","Neat1","chr19:5824707-5845478","P0","Ad","OK",56.8639,281.892,2.30956,3.43368,5e-05,0.00106929,"yes"
"15493","XLOC_015493","XLOC_015493","Gpr137","chr19:7012558-7026388","P0","Ad","OK",8.66274,24.6153,1.50666,2.0036,0.00945,0.0577915,"no"
"15496","XLOC_015496","XLOC_015496","Vegfb","chr19:7056962-7062141","P0","Ad","OK",125.424,257.55,1.03804,2.15728,0.0028,0.0255644,"yes"
"15521","XLOC_015521","XLOC_015521","Slc3a2","chr19:8781371-8797859","P0","Ad","OK",9.34215,23.0336,1.30191,2.40109,0.00115,0.0131562,"yes"
"15526","XLOC_015526","XLOC_015526","AI462493","chr19:8954505-8955423","P0","Ad","OK",18.5496,40.759,1.13574,1.92774,0.0095,0.057948,"no"
"15529","XLOC_015529","XLOC_015529","Rom1","chr19:9001871-9003846","P0","Ad","OK",1.25484,34.1714,4.76721,5.07415,2e-04,0.00339928,"yes"
"15543","XLOC_015543","XLOC_015543","Sdhaf2","chr19:10575002-10599699","P0","Ad","OK",8.94045,22.3866,1.32422,2.53331,0.00025,0.00406943,"yes"
"15551","XLOC_015551","XLOC_015551","Tmem109","chr19:10945149-10956491","P0","Ad","OK",22.7757,52.4454,1.20332,2.18317,0.00145,0.0156814,"yes"
"15595","XLOC_015595","XLOC_015595","Cntf,Zfp91","chr19:12838149-12870616","P0","Ad","OK",22.3207,49.4119,1.14648,2.24163,0.00065,0.00858808,"yes"
"15623","XLOC_015623","XLOC_015623","Vps13a","chr19:16691252-16855593","P0","Ad","OK",3.36858,9.70835,1.52708,1.61377,0.0074,0.049506,"yes"
"15637","XLOC_015637","XLOC_015637","Gda","chr19:21465796-21547935","P0","Ad","OK",0.430574,7.78285,4.17596,2.8359,5e-05,0.00106929,"yes"
"15684","XLOC_015684","XLOC_015684","Atad1","chr19:32747049-32786812","P0","Ad","OK",31.6834,60.9336,0.943513,1.92109,0.00665,0.0462029,"yes"
"15712","XLOC_015712","XLOC_015712","Ppp1r3c","chr19:36806226-36811143","P0","Ad","OK",28.2711,91.4147,1.6931,3.41526,5e-05,0.00106929,"yes"
"15734","XLOC_015734","XLOC_015734","Sorbs1","chr19:40369538-40588269","P0","Ad","OK",46.1051,117.881,1.35434,2.74499,1e-04,0.00193782,"yes"
"15747","XLOC_015747","XLOC_015747","Rrp12","chr19:41937341-41970643","P0","Ad","OK",3.95513,8.30608,1.07044,1.9578,0.0069,0.0472939,"yes"
"15762","XLOC_015762","XLOC_015762","Got1","chr19:43574241-43599095","P0","Ad","OK",131.274,536.912,2.03211,3.95652,5e-05,0.00106929,"yes"
"15777","XLOC_015777","XLOC_015777","Scd1","chr19:44468940-44482199","P0","Ad","OK",1.43541,6.79303,2.24259,3.23377,5e-05,0.00106929,"yes"
"15778","XLOC_015778","XLOC_015778","Gm20538,Ndufb8,Sec31b","chr19:44591446-44629930","P0","Ad","OK",456.886,1298.45,1.50688,2.57886,0.00035,0.00529761,"yes"
"15792","XLOC_015792","XLOC_015792","Kcnip2","chr19:45866328-45890551","P0","Ad","OK",31.7872,120.156,1.91839,3.68749,5e-05,0.00106929,"yes"
"15828","XLOC_015828","XLOC_015828","Gpam","chr19:55142141-55201824","P0","Ad","OK",14.1644,68.6325,2.27662,4.53728,5e-05,0.00106929,"yes"
"15841","XLOC_015841","XLOC_015841","Gfra1","chr19:58278628-58530399","P0","Ad","OK",0.339358,1.80774,2.41331,0.87752,0.0023,0.0221194,"yes"
"15860","XLOC_015860","XLOC_015860","Prdx3","chr19:60939953-60950459","P0","Ad","OK",130.814,270.997,1.05076,2.15696,0.0034,0.0292252,"yes"
"15872","XLOC_015872","XLOC_015872","Cdnf","chr2:3430301-3443648","P0","Ad","OK",3.18222,13.4621,2.0808,1.97977,0.00415,0.0338149,"yes"
"15883","XLOC_015883","XLOC_015883","Phyh","chr2:4840064-4859776","P0","Ad","OK",104.595,366.349,1.8084,3.42082,5e-05,0.00106929,"yes"
"16048","XLOC_016048","XLOC_016048","Mrc1","chr2:14151040-14253684","P0","Ad","OK",3.42314,9.73357,1.50765,2.52547,0.00015,0.00273203,"yes"
"16083","XLOC_016083","XLOC_016083","Otud1","chr2:19579688-19582217","P0","Ad","OK",9.91085,21.9558,1.14752,2.04364,0.00465,0.0365507,"yes"
"16218","XLOC_016218","XLOC_016218","Rapgef1","chr2:29475239-29596498","P0","Ad","OK",20.646,40.8457,0.984325,1.70649,0.00665,0.0462029,"yes"
"16231","XLOC_016231","XLOC_016231","Endog","chr2:30027012-30033979","P0","Ad","OK",9.73387,34.9254,1.84319,2.01564,0.0084,0.0533398,"no"
"16250","XLOC_016250","XLOC_016250","Hmcn2","chr2:31169934-31316258","P0","Ad","OK",0.147421,11.0632,6.22968,2.06608,4e-04,0.0059161,"yes"
"16262","XLOC_016262","XLOC_016262","Ppapdc3","chr2:31951047-31966340","P0","Ad","OK",7.15262,29.8104,2.05927,2.92185,0.00015,0.00273203,"yes"
"16280","XLOC_016280","XLOC_016280","Ak1,Eng","chr2:32477277-32559657","P0","Ad","OK",253.723,525.014,1.0491,1.71567,0.00755,0.0501561,"no"
"16309","XLOC_016309","XLOC_016309","Gsn","chr2:35111926-35163420","P0","Ad","OK",123.379,597.005,2.27464,4.13683,5e-05,0.00106929,"yes"
"16310","XLOC_016310","XLOC_016310","Gm13443","chr2:35195928-35196483","P0","Ad","OK",11.4318,60.8046,2.41113,3.29949,0.00035,0.00529761,"yes"
"16371","XLOC_016371","XLOC_016371","Arpc5l","chr2:38863595-38871397","P0","Ad","OK",19.2872,65.9928,1.77467,3.32885,5e-05,0.00106929,"yes"
"16494","XLOC_016494","XLOC_016494","Xirp2","chr2:67284058-67364671","P0","Ad","OK",2.92158,140.607,5.58877,4.70536,5e-05,0.00106929,"yes"
"16616","XLOC_016616","XLOC_016616","Ssfa2","chr2:79475508-79513123","P0","Ad","OK",3.84435,7.85462,1.0308,1.85546,0.00785,0.0512174,"no"
"16789","XLOC_016789","XLOC_016789","Pacsin3","chr2:91090899-91104836","P0","Ad","OK",34.9959,106.757,1.60907,2.14005,0.0014,0.0152565,"yes"
"16848","XLOC_016848","XLOC_016848","Apip","chr2:102913831-102932801","P0","Ad","OK",16.4505,65.1285,1.98515,2.58888,5e-04,0.00709313,"yes"
"16858","XLOC_016858","XLOC_016858","Fbxo3","chr2:103798142-103903397","P0","Ad","OK",17.3454,36.6655,1.07987,1.9338,0.0064,0.0449262,"yes"
"16862","XLOC_016862","XLOC_016862","Cd59a","chr2:103935957-103955511","P0","Ad","OK",36.0495,69.3161,0.943211,1.87125,0.0079,0.0514023,"no"
"16881","XLOC_016881","XLOC_016881","Immp1l","chr2:105744794-105805715","P0","Ad","OK",11.5505,37.0285,1.68068,2.45159,0.00215,0.0210031,"yes"
"16895","XLOC_016895","XLOC_016895","Gm13910","chr2:108788962-108790390","P0","Ad","OK",83.5484,523.026,2.6462,4.81337,5e-05,0.00106929,"yes"
"16900","XLOC_016900","XLOC_016900","Bdnf","chr2:109514856-109567164","P0","Ad","OK",0.163487,1.69155,3.3711,2.05303,2e-04,0.00339928,"yes"
"16935","XLOC_016935","XLOC_016935","2900064A13Rik","chr2:112295153-112312319","P0","Ad","OK",5.86654,12.3202,1.07044,2.07144,0.00315,0.0277805,"yes"
"16974","XLOC_016974","XLOC_016974","Ivd","chr2:118687689-118708645","P0","Ad","OK",62.6799,137.163,1.12981,1.22326,0.00895,0.0557877,"no"
"17029","XLOC_017029","XLOC_017029","B2m","chr2:121945843-122011925","P0","Ad","OK",81.2375,204.05,1.3287,2.6538,0.00015,0.00273203,"yes"
"17034","XLOC_017034","XLOC_017034","Sord","chr2:122060484-122091076","P0","Ad","OK",41.0272,79.4245,0.953005,1.97534,0.0048,0.0374816,"yes"
"17044","XLOC_017044","XLOC_017044","Sqrdl","chr2:122590972-122635305","P0","Ad","OK",2.81447,20.9523,2.89618,0.984416,0.0067,0.0464596,"yes"
"17093","XLOC_017093","XLOC_017093","Ttl","chr2:128891677-128922019","P0","Ad","OK",5.62018,11.5299,1.03669,1.75226,0.00975,0.0587185,"no"
"17129","XLOC_017129","XLOC_017129","Mavs","chr2:131059798-131073761","P0","Ad","OK",12.7588,46.3949,1.86248,3.63476,5e-05,0.00106929,"yes"
"17137","XLOC_017137","XLOC_017137","Prnd,Prnp","chr2:131735663-131781866","P0","Ad","OK",48.2483,97.6695,1.01743,1.72603,0.0055,0.0407154,"yes"
"17209","XLOC_017209","XLOC_017209","Gm561","chr2:144419789-144421102","P0","Ad","OK",18.5143,66.2854,1.84005,2.61168,0.00055,0.00757606,"yes"
"17221","XLOC_017221","XLOC_017221","4930529M08Rik","chr2:145743214-146040775","P0","Ad","OK",0.204093,1.19181,2.54585,0.428227,0.0036,0.0304482,"yes"
"17226","XLOC_017226","XLOC_017226","Plk1s1","chr2:146681599-146795833","P0","Ad","OK",9.88682,27.6789,1.48521,2.52286,0.00015,0.00273203,"yes"
"17261","XLOC_017261","XLOC_017261","Pygb","chr2:150612470-150657494","P0","Ad","OK",111.068,265.129,1.25525,2.06508,9e-04,0.0109843,"yes"
"17273","XLOC_017273","XLOC_017273","Gm14148","chr2:151199743-151200783","P0","Ad","OK",2.9586,27.5765,3.22045,3.69492,0.00035,0.00529761,"yes"
"17301","XLOC_017301","XLOC_017301","Id1","chr2:152561986-152563146","P0","Ad","OK",20.498,46.9418,1.19539,2.15618,0.00315,0.0277805,"yes"
"17323","XLOC_017323","XLOC_017323","Gm14494","chr2:153651788-153652570","P0","Ad","OK",8.85769,27.0573,1.61101,2.2429,0.007,0.0477038,"yes"
"17348","XLOC_017348","XLOC_017348","Map1lc3a","chr2:155062268-155183166","P0","Ad","OK",194.453,583.999,1.58654,2.34926,0.0035,0.0299043,"yes"
"17351","XLOC_017351","XLOC_017351","Acss2","chr2:155316114-155420691","P0","Ad","OK",8.91815,22.0544,1.30625,1.94132,0.0043,0.0345626,"yes"
"17441","XLOC_017441","XLOC_017441","Wisp2","chr2:163646596-163658882","P0","Ad","OK",0.795522,6.20907,2.9644,2.30248,0.0056,0.041135,"yes"
"17548","XLOC_017548","XLOC_017548","Rbm38","chr2:172845998-172860235","P0","Ad","OK",56.6178,122.001,1.10756,1.94767,0.0072,0.0486017,"yes"
"17554","XLOC_017554","XLOC_017554","Rab22a","chr2:173485260-173532844","P0","Ad","OK",9.59847,21.469,1.16138,1.61976,0.0082,0.0526567,"no"
"17558","XLOC_017558","XLOC_017558","Npepl1","chr2:173935849-173948571","P0","Ad","OK",19.1075,36.6965,0.9415,1.79081,0.0084,0.0533398,"no"
"17599","XLOC_017599","XLOC_017599","Gm14420","chr2:177249437-177262834","P0","Ad","OK",24.7736,185.767,2.90662,4.15363,5e-05,0.00106929,"yes"
"17620","XLOC_017620","XLOC_017620","Osbpl2","chr2:179854010-179897385","P0","Ad","OK",10.5352,20.6636,0.971879,1.74088,0.0093,0.0573668,"no"
"17667","XLOC_017667","XLOC_017667","Meig1","chr2:3326314-3339920","P0","Ad","OK",0,2.32617,Inf,NA,5e-05,0.00106929,"yes"
"17686","XLOC_017686","XLOC_017686","Optn","chr2:4941687-4985097","P0","Ad","OK",7.13723,32.1417,2.17101,4.21072,5e-05,0.00106929,"yes"
"17696","XLOC_017696","XLOC_017696","Echdc3","chr2:6109510-6242657","P0","Ad","OK",4.47454,14.3515,1.68139,2.19773,0.0024,0.0227888,"yes"
"17712","XLOC_017712","XLOC_017712","Atp5c1","chr2:9977642-10002137","P0","Ad","OK",537.862,1146.2,1.09155,2.04465,0.00405,0.0332665,"yes"
"17792","XLOC_017792","XLOC_017792","Gm13340","chr2:22149129-22473772","P0","Ad","OK",8.37618,23.1896,1.46911,2.0414,0.00545,0.0405561,"yes"
"17812","XLOC_017812","XLOC_017812","Mrpl41","chr2:24829636-24830618","P0","Ad","OK",26.0356,61.5938,1.2423,2.17073,0.0025,0.0234723,"yes"
"17822","XLOC_017822","XLOC_017822","Tubb4b","chr2:25074264-25080222","P0","Ad","OK",70.5138,182.73,1.37373,2.78142,5e-05,0.00106929,"yes"
"17833","XLOC_017833","XLOC_017833","Ptgds","chr2:25322228-25325566","P0","Ad","OK",93.6349,282.727,1.59429,3.15163,5e-05,0.00106929,"yes"
"17847","XLOC_017847","XLOC_017847","Camsap1","chr2:25782357-25838802","P0","Ad","OK",5.33478,11.7044,1.13355,1.02584,0.00535,0.0401264,"yes"
"17852","XLOC_017852","XLOC_017852","C330006A16Rik","chr2:25992333-25996041","P0","Ad","OK",17.2906,42.3259,1.29155,2.45367,0.00065,0.00858808,"yes"
"17855","XLOC_017855","XLOC_017855","Qsox2","chr2:26064156-26093045","P0","Ad","OK",3.08491,8.94171,1.53532,2.43411,0.00125,0.0139747,"yes"
"17903","XLOC_017903","XLOC_017903","Ntng2","chr2:29050060-29108526","P0","Ad","OK",1.33415,5.47793,2.03771,1.49703,0.0074,0.049506,"yes"
"17915","XLOC_017915","XLOC_017915","D2Wsu81e","chr2:30027012-30033979","P0","Ad","OK",5.98691,17.4717,1.54514,2.06651,0.00575,0.041509,"yes"
"17999","XLOC_017999","XLOC_017999","Ndufa8","chr2:35891845-35904926","P0","Ad","OK",159.63,393.075,1.30008,2.66421,0.00035,0.00529761,"yes"
"18059","XLOC_018059","XLOC_018059","Mmadhc","chr2:50135400-50152321","P0","Ad","OK",46.452,96.4092,1.05343,2.03858,0.00435,0.0348073,"yes"
"18119","XLOC_018119","XLOC_018119","Itgb6","chr2:60436348-60560700","P0","Ad","OK",0.808465,9.71496,3.58695,2.58998,5e-05,0.00106929,"yes"
"18142","XLOC_018142","XLOC_018142","Grb14","chr2:64750532-64863044","P0","Ad","OK",81.6629,171.487,1.07035,1.9642,0.0045,0.0356868,"yes"
"18157","XLOC_018157","XLOC_018157","Scn7a","chr2:66511481-66622971","P0","Ad","OK",1.31516,5.85552,2.15456,3.35779,5e-05,0.00106929,"yes"
"18197","XLOC_018197","XLOC_018197","Gpr155","chr2:73179562-73224629","P0","Ad","OK",3.00832,8.19315,1.44546,1.81205,0.00195,0.0194904,"yes"
"18202","XLOC_018202","XLOC_018202","Atp5g3","chr2:73746503-73749383","P0","Ad","OK",1180.9,2394.68,1.01995,1.92062,0.00635,0.0446192,"yes"
"18207","XLOC_018207","XLOC_018207","Mrpl23-ps1","chr2:74429386-74429974","P0","Ad","OK",21.1669,53.6494,1.34175,2.05071,0.0036,0.0304482,"yes"
"18222","XLOC_018222","XLOC_018222","Ttc30b","chr2:75773919-75776519","P0","Ad","OK",1.70258,5.87226,1.78619,2.19911,0.00415,0.0338149,"yes"
"18274","XLOC_018274","XLOC_018274","Serping1","chr2:84605543-84615601","P0","Ad","OK",9.3121,62.642,2.74995,5.01389,5e-05,0.00106929,"yes"
"18481","XLOC_018481","XLOC_018481","Ndufs3","chr2:90734790-90758415","P0","Ad","OK",131.533,327.669,1.31681,2.26932,0.00175,0.0180096,"yes"
"18506","XLOC_018506","XLOC_018506","Cry2","chr2:92243802-92274200","P0","Ad","OK",5.68344,11.2125,0.980276,1.77282,0.0092,0.0568484,"no"
"18543","XLOC_018543","XLOC_018543","B230118H07Rik,Rag1","chr2:101400937-101489689","P0","Ad","OK",19.6227,57.9443,1.56214,2.59049,2e-04,0.00339928,"yes"
"18552","XLOC_018552","XLOC_018552","Pdhx","chr2:102861231-102913670","P0","Ad","OK",32.0443,92.5221,1.52973,2.63717,5e-04,0.00709313,"yes"
"18558","XLOC_018558","XLOC_018558","Cat","chr2:103294005-103325317","P0","Ad","OK",45.2106,113.544,1.32852,2.60711,0.00035,0.00529761,"yes"
"18684","XLOC_018684","XLOC_018684","A430105I19Rik","chr2:118579893-118588397","P0","Ad","OK",3.65221,16.3976,2.16665,4.0934,5e-05,0.00106929,"yes"
"18728","XLOC_018728","XLOC_018728","Ppip5k1","chr2:121115335-121181132","P0","Ad","OK",6.33904,28.8204,2.18476,1.43872,0.0027,0.0249229,"yes"
"18785","XLOC_018785","XLOC_018785","Mal","chr2:127458961-127482431","P0","Ad","OK",0.942081,8.67606,3.20312,3.01659,0.0013,0.0143757,"yes"
"18788","XLOC_018788","XLOC_018788","1500011K16Rik","chr2:127617123-127618224","P0","Ad","OK",16.2428,47.1259,1.53672,2.39341,0.0025,0.0234723,"yes"
